"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"97 years"	"97"	"Aortic (valve) stenosis"	"I35.0"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Atrial fibrillation and flutter"	"I48"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Congestive heart failure"	"I50.0"	35	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Heart failure, unspecified"	"I50.9"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Cerebral infarction, unspecified"	"I63.9"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Stroke, not specified as haemorrhage or infarction"	"I64"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Pneumonia, unspecified"	"J18.9"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"97 years"	"97"	"COVID-19"	"U07.1"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Unspecified dementia"	"F03"	54	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Alzheimer disease, unspecified"	"G30.9"	85	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	48	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Essential (primary) hypertension"	"I10"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Acute myocardial infarction, unspecified"	"I21.9"	46	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Atherosclerotic heart disease"	"I25.1"	44	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Congestive heart failure"	"I50.0"	26	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Heart failure, unspecified"	"I50.9"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Stroke, not specified as haemorrhage or infarction"	"I64"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Pneumonia, unspecified"	"J18.9"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	29	Not Applicable	Not Applicable
	"Arkansas"	"05"	"98 years"	"98"	"COVID-19"	"U07.1"	28	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Unspecified dementia"	"F03"	37	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Alzheimer disease, unspecified"	"G30.9"	72	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	42	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Essential (primary) hypertension"	"I10"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Acute myocardial infarction, unspecified"	"I21.9"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Atherosclerotic heart disease"	"I25.1"	33	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Congestive heart failure"	"I50.0"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Heart failure, unspecified"	"I50.9"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Stroke, not specified as haemorrhage or infarction"	"I64"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"99 years"	"99"	"COVID-19"	"U07.1"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Septicaemia, unspecified"	"A41.9"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Unspecified protein-energy malnutrition"	"E46"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Unspecified dementia"	"F03"	99	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Alzheimer disease, unspecified"	"G30.9"	128	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	69	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Essential (primary) hypertension"	"I10"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	36	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Acute myocardial infarction, unspecified"	"I21.9"	68	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Atherosclerotic heart disease"	"I25.1"	72	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Atrial fibrillation and flutter"	"I48"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Congestive heart failure"	"I50.0"	45	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Heart failure, unspecified"	"I50.9"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Heart disease, unspecified"	"I51.9"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Cerebral infarction, unspecified"	"I63.9"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Stroke, not specified as haemorrhage or infarction"	"I64"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Cerebrovascular disease, unspecified"	"I67.9"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Pneumonia, unspecified"	"J18.9"	30	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"Chronic renal failure, unspecified"	"N18.9"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"100+ years"	"100"	"COVID-19"	"U07.1"	25	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Title: Arkansas CoD F"
"Gender: Female"
"States: Arkansas (05)"
"Year/Month: 2016; 2017; 2018; 2019; 2020"
"Group By: State; Single-Year Ages; Cause of death"
"Show Totals: Disabled"
"Show Zero Values: Disabled"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 8, 2022 12:18:14 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files, 1999-2020, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 8, 2022 12:18:14 AM"
"---"
Messages:
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will"
"not be available."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"4. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"5. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"6. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"7. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
"8. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
